article_id,t_dat,price,prod_name
111565001,2019-01-03,8.457627118644,20 den 1p Stockings
111565001,2019-01-03,8.457627118644,20 den 1p Stockings
111586001,2019-11-05,16.9322033898305,Shape Up 30 den 1p Tights
111593001,2018-10-12,13.5423728813559,Support 40 den 1p Tights
111593001,2019-03-22,11.2881355932203,Support 40 den 1p Tights
111593001,2019-03-22,11.2881355932203,Support 40 den 1p Tights
111593001,2019-03-22,11.2881355932203,Support 40 den 1p Tights
129085001,2019-06-21,15.423728813559299,Pirate Leggings (1)
126589006,2018-10-05,5.0677966101694,2p Claw
111593001,2018-10-05,11.2881355932203,Support 40 den 1p Tights
111593001,2018-10-05,11.2881355932203,Support 40 den 1p Tights
111586001,2019-08-17,12.3050847457627,Shape Up 30 den 1p Tights
111565001,2020-03-07,8.457627118644,20 den 1p Stockings
108775015,2019-04-02,8.457627118644,Strap top
111593001,2018-10-27,11.2881355932203,Support 40 den 1p Tights
111593001,2018-10-27,11.3050847457627,Support 40 den 1p Tights
111586001,2018-10-27,11.3050847457627,Shape Up 30 den 1p Tights
111593001,2019-01-26,16.9322033898305,Support 40 den 1p Tights
111586001,2019-10-21,11.2881355932203,Shape Up 30 den 1p Tights
111593001,2019-10-21,11.2881355932203,Support 40 den 1p Tights
111593001,2019-02-15,11.2881355932203,Support 40 den 1p Tights
116379047,2019-03-16,6.7627118644067,Frugan longsleeve
111593001,2018-10-23,10.322033898305,Support 40 den 1p Tights
111565001,2019-12-21,7.6101694915254,20 den 1p Stockings
111593001,2018-11-14,11.2881355932203,Support 40 den 1p Tights
111593001,2018-11-14,11.2881355932203,Support 40 den 1p Tights
111586001,2019-12-24,11.2881355932203,Shape Up 30 den 1p Tights
111593001,2019-12-24,11.2881355932203,Support 40 den 1p Tights
108775015,2019-03-21,8.457627118644,Strap top
108775015,2019-03-21,8.457627118644,Strap top
108775015,2019-01-12,8.457627118644,Strap top
108775044,2019-01-12,8.457627118644,Strap top
108775044,2019-01-12,8.457627118644,Strap top
111565001,2020-02-11,8.457627118644,20 den 1p Stockings
111586001,2019-12-05,16.9322033898305,Shape Up 30 den 1p Tights
111593001,2018-10-10,13.5423728813559,Support 40 den 1p Tights
111593001,2020-01-20,11.0169491525423,Support 40 den 1p Tights
111593001,2020-01-20,9.9322033898305,Support 40 den 1p Tights
111593001,2020-01-20,11.0169491525423,Support 40 den 1p Tights
111593001,2020-01-20,11.0169491525423,Support 40 den 1p Tights
129085001,2020-06-04,11.1525423728813,Pirate Leggings (1)
108775044,2019-05-04,8.457627118644,Strap top
116379047,2018-12-12,11.847457627118601,Frugan longsleeve
108775015,2018-12-15,8.457627118644,Strap top
111593001,2019-11-03,13.5423728813559,Support 40 den 1p Tights
111565001,2020-01-30,7.6101694915254,20 den 1p Stockings
129085001,2019-07-10,16.9322033898305,Pirate Leggings (1)
129085001,2020-05-19,16.9322033898305,Pirate Leggings (1)
129085001,2020-05-19,16.9322033898305,Pirate Leggings (1)
129085001,2020-05-19,16.9322033898305,Pirate Leggings (1)
129085001,2020-05-19,16.9322033898305,Pirate Leggings (1)
111593001,2019-01-10,8.457627118644,Support 40 den 1p Tights
108775015,2018-11-23,6.7627118644067,Strap top
108775044,2019-05-07,7.0338983050846995,Strap top
108775044,2019-05-07,7.0508474576271,Strap top
108775015,2019-05-07,7.0508474576271,Strap top
108775015,2019-04-20,8.457627118644,Strap top
108775015,2019-04-20,8.457627118644,Strap top
108775044,2019-06-21,7.796610169491499,Strap top
108775015,2018-10-06,8.457627118644,Strap top
129085001,2019-06-27,10.4067796610169,Pirate Leggings (1)
111593001,2018-12-27,11.2881355932203,Support 40 den 1p Tights
111593001,2019-05-22,15.2372881355932,Support 40 den 1p Tights
111586001,2019-10-01,9.677966101694901,Shape Up 30 den 1p Tights
111593001,2020-01-02,10.322033898305,Support 40 den 1p Tights
111586001,2020-01-02,10.322033898305,Shape Up 30 den 1p Tights
111565001,2020-02-14,8.457627118644,20 den 1p Stockings
108775044,2019-05-18,8.457627118644,Strap top
111586001,2018-09-24,16.9322033898305,Shape Up 30 den 1p Tights
111586001,2019-05-15,11.728813559321999,Shape Up 30 den 1p Tights
111593001,2019-05-15,11.7118644067796,Support 40 den 1p Tights
129085001,2018-11-02,16.9322033898305,Pirate Leggings (1)
129085001,2018-11-02,16.9322033898305,Pirate Leggings (1)
129085001,2020-05-29,16.9322033898305,Pirate Leggings (1)
111593001,2019-11-28,9.033898305084701,Support 40 den 1p Tights
108775015,2018-09-27,8.457627118644,Strap top
108775044,2018-09-27,8.457627118644,Strap top
111586001,2018-09-25,12.322033898305,Shape Up 30 den 1p Tights
110065011,2018-12-21,11.5084745762711,OP T-shirt (Idro)
108775044,2019-02-17,8.457627118644,Strap top
110065002,2019-10-07,16.9322033898305,OP T-shirt (Idro)
108775044,2019-04-20,8.457627118644,Strap top
108775015,2019-04-20,8.457627118644,Strap top
108775015,2019-04-20,8.457627118644,Strap top
111586001,2018-11-15,16.9322033898305,Shape Up 30 den 1p Tights
111565001,2019-02-04,8.457627118644,20 den 1p Stockings
111586001,2019-05-09,16.9322033898305,Shape Up 30 den 1p Tights
111593001,2019-05-06,11.2881355932203,Support 40 den 1p Tights
108775015,2018-12-07,8.457627118644,Strap top
108775015,2018-12-07,8.457627118644,Strap top
108775044,2018-12-22,8.457627118644,Strap top
111593001,2019-03-30,16.9322033898305,Support 40 den 1p Tights
111565001,2019-09-27,8.457627118644,20 den 1p Stockings
111565001,2019-11-30,6.7627118644067,20 den 1p Stockings
111565001,2019-12-15,6.338983050847401,20 den 1p Stockings
111565001,2019-12-15,6.338983050847401,20 den 1p Stockings
108775044,2019-05-19,7.949152542372801,Strap top
111586001,2020-02-26,9.677966101694901,Shape Up 30 den 1p Tights
111586001,2019-02-23,14.3898305084745,Shape Up 30 den 1p Tights
111586001,2020-02-22,14.8135593220339,Shape Up 30 den 1p Tights
111593001,2019-02-23,11.0677966101694,Support 40 den 1p Tights
126589006,2018-11-04,5.0677966101694,2p Claw
129085001,2020-07-10,16.9322033898305,Pirate Leggings (1)
111593001,2019-10-05,10.1355932203389,Support 40 den 1p Tights
111565001,2020-08-01,8.3389830508474,20 den 1p Stockings
111609001,2020-09-12,9.033898305084701,200 den 1p Tights
126589006,2018-10-17,5.0677966101694,2p Claw
111593001,2019-03-09,16.9322033898305,Support 40 den 1p Tights
111565001,2018-11-02,8.457627118644,20 den 1p Stockings
108775015,2020-01-03,4.389830508474501,Strap top
108775015,2020-01-03,4.389830508474501,Strap top
110065002,2018-10-25,25.4067796610169,OP T-shirt (Idro)
110065001,2018-10-25,25.4067796610169,OP T-shirt (Idro)
110065002,2019-02-03,13.5423728813559,OP T-shirt (Idro)
110065011,2019-02-03,13.5423728813559,OP T-shirt (Idro)
111586001,2018-12-02,10.711864406779599,Shape Up 30 den 1p Tights
108775044,2018-10-07,7.6101694915254,Strap top
108775015,2018-10-07,7.6101694915254,Strap top
111586001,2018-10-28,9.593220338982999,Shape Up 30 den 1p Tights
111593001,2018-10-28,9.593220338982999,Support 40 den 1p Tights
111586001,2019-10-01,16.9322033898305,Shape Up 30 den 1p Tights
111586001,2019-10-01,16.9322033898305,Shape Up 30 den 1p Tights
108775015,2019-05-12,8.457627118644,Strap top
108775015,2019-05-12,8.457627118644,Strap top
111586001,2019-12-31,11.2881355932203,Shape Up 30 den 1p Tights
111586001,2019-12-31,11.2881355932203,Shape Up 30 den 1p Tights
111586001,2019-12-31,11.2881355932203,Shape Up 30 den 1p Tights
111609001,2018-10-02,13.5423728813559,200 den 1p Tights
108775015,2018-11-26,7.6101694915254,Strap top
108775044,2018-11-26,7.6101694915254,Strap top
111609001,2019-12-08,11.6101694915254,200 den 1p Tights
111609001,2020-07-25,7.2881355932203,200 den 1p Tights
111609001,2018-12-22,9.3728813559322,200 den 1p Tights
110065011,2019-07-13,24.033898305084698,OP T-shirt (Idro)
108775015,2019-02-23,7.186440677966099,Strap top
108775044,2019-02-23,7.186440677966099,Strap top
111586001,2018-11-20,11.2881355932203,Shape Up 30 den 1p Tights
111586001,2018-11-20,11.2881355932203,Shape Up 30 den 1p Tights
